Provider Name,State,City,Claims_Paid_for_Testing,Claims_Paid_for_Treatment,Georeferenced Column
PETER A CURRERI DO LLC,ME,BELFAST,0,9775.48,POINT (-69.007424 44.425496)
IOWA PHYSICIANS CLINIC,IL,MORTON,2374.42,0,POINT (-89.459644 40.612858)
MATAGORDA REGIONAL MED,TX,BAY CITY,46701.02,3446.00,POINT (-95.97 28.981885000000002)
GUTHRIE CLINIC,PA,WYALUSING,78.91,0,POINT (-76.25978 41.66821000000001)
COOKEVILLE REGIONAL ME,TN,COOKEVILLE,13886.71,62386.90,POINT (-85.501014 36.156589)
SWOFFORD AND HALMA CLI,WA,SUNNYSIDE,1084.63,429.40,POINT (-120.012956 46.323772)
BOULDER COMMUNITY HOSP,CO,BOULDER,2503.04,27732.27,POINT (-105.27927000000001 40.015831)
ENH FACULTY PRACTICE A,IL,LINCOLNWOOD,1611.79,526.55,POINT (-87.733561 42.006283)
MIDTOWN NEW YORK DOCTO,NY,NEW YORK,86.04,0,POINT (-74.007228 40.713054)
PRIORITY AMBULANCE,AL,FLORENCE,0,1719.56,POINT (-87.673264 34.801317)
DCH REGIONAL MEDICAL C,AL,TUSCALOOSA,23029.25,594.58,POINT (-87.56556400000001 33.210617)
PHYSICIANS IMM CARE AN,WA,RICHLAND,7909.29,0,POINT (-119.273684 46.280452)
Johns Hopkins Bayview,MD,BALTIMORE,6836.79,261462.91,POINT (-76.612333 39.290443)
ST PETERS HOSPTIAL,NY,ATHENS,0,412.68,POINT (-73.808898 42.26013)
WINCHESTER PHYSICIAN A,MA,NORTH ANDOVER,27.12,121.43,POINT (-71.121572 42.687667)
CORPUS CHRISTI MEDICAL,TX,CORPUS CHRISTI,61055.31,18495.24,POINT (-97.404131 27.796416)
INTERNATIONAL COMMUNIT,WA,SEATTLE,0,51.07,POINT (-122.33028000000002 47.603229)
PROSPECT DCMH,PA,DREXEL HILL,35712.76,2056.01,POINT (-75.307373 39.949544)
WAYNE EMERGENCY GROUP,GA,JESUP,174.20,119.83,POINT (-81.885334 31.607226000000004)
ER CARE GROUP,CA,SOUTH EL MONTE,1116.96,0,POINT (-118.046258 34.043996)
WILLIAMS MEDICAL GROUP,KS,GREAT BEND,6523.59,1883.89,POINT (-98.76508500000001 38.361347)
Rapid EMS,NY,BRONX,0,57382.11,POINT (-73.920265 40.826153)
GEISINGER CARESITE PHA,PA,PHILADELPHIA,131.12,0,POINT (-75.16562 39.951061)
ORANGE COUNTY URGENT C,CA,HUNTINGTON BEACH,1198.70,0,POINT (-117.999313 33.659775)
DAHL MEMORIAL CLINIC,AK,ANCHORAGE,106.07,0,POINT (-149.899597 61.21658299999999)
ST VINCENTS AMBULATORY,FL,MIDDLEBURG,75.23,0,POINT (-81.865813 30.069577)
DELTA HEALTH CENTER IN,MS,GREENVILLE,292.44,0,POINT (-91.05346300000001 33.399438)
NORTHERN OCEAN COUNTY,NJ,CLIFFSIDE PARK,0,52.45,POINT (-73.989073 40.820530000000005)
PINNACLE HEALTH REGION,PA,YORK,0,2836.20,POINT (-76.734668 39.960339)
MERCY HOSPITAL FAIRFIE,OH,FAIRFIELD,2505.53,14228.95,POINT (-84.559671 39.335484)
RESTON HOSPITAL CENTER,VA,RESTON,62344.84,1198183.89,POINT (-77.354497 38.960186)
WOODRUFF ROAD URGENT C,SC,DUNCAN,24433.04,0,POINT (-82.148224 34.938906)
EXCELCARE MEDICAL ASSO,NJ,FORT LEE,1425.58,567.33,POINT (-73.968307 40.850929)
UNIVERSITY OF UTAH COM,UT,SALT LAKE CITY,6836.02,295.88,POINT (-111.888142 40.758478)
PARTNERS PHYSICIAN GRO,OH,AKRON,0,666.65,POINT (-81.515607 41.084821)
DESOTO LAKES EMERGENCY,FL,BRADENTON,181.53,0,POINT (-82.562798 27.488962)
AMERICAN MEDICAL RESPO,CA,SAN DIEGO,0,295.26,POINT (-117.163817 32.71576)
FACEY MEDICAL FOUNDATI,CA,MISSION HILLS,172.80,83.73,POINT (-117.18609599999999 32.7528)
NYS MEDICAL ASSOCIATE,NY,FOREST HILLS,0,709.85,POINT (-73.850601 40.716099)
QUESTCARE EM OKLAHOMA,OK,EDMOND,0,172.37,POINT (-97.481511 35.65314)
CENTRA HEALTH INC,VA,LYNCHBURG,7207.17,4069.93,POINT (-79.143204 37.414345)
SE TN EMERGENCY PHYSIC,TN,CHATTANOOGA,589.88,0,POINT (-85.308287 35.045756)
LOW COUNTRY URGENT CAR,SC,WALTERBORO,59024.14,798.55,POINT (-80.666618 32.906899)
OSHSNER CLINIC FOUNDAT,LA,BATON ROUGE,72.25,0,POINT (-91.187488 30.443319000000002)
GASTONIA PHYSICIAN SER,NC,GASTONIA,27789.71,360.64,POINT (-81.1871 35.26217)
DES MOINES PHYSICIANS,IA,DES MOINES,918.82,493.32,POINT (-93.620309 41.588822)
BROWN CLINIC PLLP,SD,WATERTOWN,0,275.80,POINT (-97.106454 44.898844)
CLIFTON SPRINGS HOSPIT,NY,CLIFTON SPRINGS,2717.76,117.35,POINT (-77.136137 42.961454)
Jackson County Schneck,IN,SEYMOUR,9697.00,63557.97,POINT (-85.885428 38.957531)
GYN PATH SERVICES INC,TX,EL PASO,39100.00,1000.00,POINT (-106.492257 31.76006)
THEDACARE REGIONAL MED,WI,APPLETON,514.48,0,POINT (-88.40724 44.261982)
FACEY MEDICAL FOUNDATI,CA,VALENCIA,518.08,0,POINT (-118.564722 34.389444)
SALINE MED PEDS,AR,BENTON,208.11,0,POINT (-92.585398 34.569286)
DOCTORS HOSPITAL OF AU,GA,AUGUSTA,15113.63,219609.17,POINT (-81.964397 33.472494)
SPECTRUM HEALTH MEDICA,MI,GRAND RAPIDS,0,10887.91,POINT (-85.670209 42.965446)
FLORIDA HOSPITAL MEDIC,FL,UMATILLA,75.23,0,POINT (-81.662742 28.927907)
EDWARD HEALTH VENTRUES,IL,CHICAGO,0,115.32,POINT (-87.632398 41.88322900000001)
PRIVIA MEDICAL GROUP,VA,WINCHESTER,51.92,0,POINT (-78.169844 39.177858)
UNIVERSITY OF PGH PHYS,PA,CLAIRTON,174.64,0,POINT (-79.874862 40.292337)
MARTHA JEFFERSON MEDIC,VA,ZION CROSSROADS,0,51.92,POINT (-78.220001 37.970798)
MEDICAL ASSOCIATES PRO,GA,CANTON,186.37,0,POINT (-84.493862 34.243248)
UNIVERSITY OF TEXAS RI,TX,MCALLEN,1003.28,0,POINT (-98.235698 26.196695)
NORTH INDIANA EMERG PH,IN,LA PORTE,0,1279.25,POINT (-86.721695 41.609885)
SCOTT WHITE HOSPITAL,TX,TEMPLE,31769.34,1523.61,POINT (-97.342737 31.098237)
CAPITAL HEALTH MEDICAL,NJ,TRENTON,0,88.23,POINT (-74.759709 40.220572)
TEXAS HEALTH PHYSICIAN,TX,MESQUITE,52.26,0,POINT (-96.609069 32.774237)
CLINICA SIERRA VISTA,CA,BAKERSFIELD,72.77,0,POINT (-119.01891099999999 35.373405)
AHS HOSPITAL CORP,NJ,SUMMIT,81544.42,1079748.64,POINT (-74.358745 40.717981)
HOMETOWN HEALTH MANAGE,NV,RENO,110.17,0,POINT (-119.81328300000001 39.526903)
JFK MEDICAL CENTER,FL,ATLANTIS,49181.59,187112.66,POINT (-80.092982 26.594363000000005)
NEW YORK UNIVERSITY,NY,NEW YORK,0,9452.35,POINT (-74.007228 40.713054)
RUSH UNIVERSITY MEDICA,IL,CHICAGO,0,649.61,POINT (-87.632398 41.88322900000001)
UT REGIONAL ONE PHYSIC,TN,MEMPHIS,230.49,124.44,POINT (-90.052136 35.143378)
SU CLINICA FAMILIAR,TX,HARLINGEN,102.62,0,POINT (-97.696108 26.190649)
BRADLEY BIBB MD PLLC,AR,MARKED TREE,143.61,0,POINT (-90.421825 35.532568)
PRIVIA MEDICAL GROUP,MD,FREDERICK,1987.00,188.38,POINT (-77.410935 39.414181)
BROCK MEDICAL LLC,KY,WINCHESTER,1093.87,0,POINT (-84.17778200000001 37.991816)
THE URGENCY ROOM,MN,SAINT LOUIS PARK,63.51,0,POINT (-93.368281 44.943609)
ASHE MEMORIAL HOSPITAL,NC,JEFFERSON,2577.21,11338.65,POINT (-81.473907 36.420567000000005)
UMASS MEMORIAL MEDICAL,MA,LEOMINSTER,79.26,385.41,POINT (-71.760142 42.525857)
CHILHOWIE AMBULANCE SE,VA,ABINGDON,0,606.83,POINT (-81.976964 36.709074)
SANFORD HEALTH,ND,FARGO,338.66,14409.37,POINT (-96.784636 46.87696)
HC SYSTEMS LLC,KY,LOUISVILLE,9895.41,0,POINT (-85.751569 38.256078)
JEFFERSON COUNTY PUBLI,WA,PORT TOWNSEND,3755.15,0,POINT (-122.75445 48.115278)
NEIGHBORHOOD MEDICAL C,NJ,EAST ORANGE,0,3374.17,POINT (-74.208445 40.761664)
PANHANDLE EMERGENCY PH,FL,MIRAMAR BEACH,10914.24,1157.35,POINT (-86.363493 30.375132)
BLACK HILLS SURGERY CE,SD,RAPID CITY,194.79,0,POINT (-103.224443 44.082995)
THE UNITY HOSPITAL OF,NY,ALBION,54.72,0,POINT (-78.193757 43.24625000000001)
MONROE SURGICAL HOSPIT,LA,MONROE,137.17,376.94,POINT (-92.111225 32.500759)
JOSEF SCHENKER,NY,MIDDLE VILLAGE,26726.56,0,POINT (-74.830299 42.833099)
FACEY MEDICAL FOUNDATI,CA,IRVINE,574.84,0,POINT (-117.824719 33.685908)
ELIZA COFFEE MEMORIAL,AL,MUSCLE SHOALS,527.29,0,POINT (-87.667715 34.74491)
ST MARYS MEDICAL CENTE,IN,EVANSVILLE,2384.42,0,POINT (-87.569907 37.975708)
CARSON TAHOE EMERG PHY,OK,OKLAHOMA CITY,123.62,67.22,POINT (-97.521264 35.468494)
RURAL HEALTHCARE INC,FL,KEYSTONE HEIGHTS,545.07,0,POINT (-82.031003 29.783566000000004)
BANNER UNIVERSITY PRIM,AZ,PHOENIX,0,153.21,POINT (-112.072585 33.448204)
IOWA PHYSICIANS CLINIC,IA,MARSHALLTOWN,148.08,0,POINT (-92.912686 42.034679)
MEMORIAL HOSPITAL,IN,LOGANSPORT,17750.07,6695.39,POINT (-86.362997 40.754493)
MEDICAL COLLEGE OF WIS,WI,MILWAUKEE,0,70.56,POINT (-87.909421 43.041072)
ST DAVIDS MEDICAL CENT,TX,GEORGETOWN,15820.95,273136.55,POINT (-97.676978 30.633249999999997)
SSM HEALTHCARE OF OKLA,OK,OKLAHOMA CITY,99630.70,16256.48,POINT (-97.521264 35.468494)
MEDCOMP SCIENCES LLC,LA,ZACHARY,4200.00,0,POINT (-91.150453 30.647804)
MERCY MANAGEMENT OF SO,PA,PHILADELPHIA,369.67,161.56,POINT (-75.16562 39.951061)
MCLAREN OAKLAND,IL,CHICAGO,8.88,0,POINT (-87.632398 41.88322900000001)
THE IOWA CLINIC,IA,ANKENY,3365.66,0,POINT (-93.600414 41.72508)
FOSTORIA COMMUNITY HOS,OH,FOSTORIA,662.40,0,POINT (-83.415861 41.155288)
CROSSGATES RIVER OAKS,MS,BRANDON,1384.87,0,POINT (-89.97095 32.272828)
ST LUKES HOSPITAL MONR,PA,STROUDSBURG,2872.45,1582.07,POINT (-75.197413 40.984479)
CHRISTUS HEALTH SANTA,TX,SAN ANTONIO,1505.85,56261.58,POINT (-98.494599 29.425172999999997)
SANTIBANEZ AGUIRRE PC,UT,SALT LAKE CITY,0,517.56,POINT (-111.888142 40.758478)
MARTHA JEFFERSON MEDIC,VA,CROZET,50.00,0,POINT (-78.699433 38.071319)
PORTSMOUTH HOSPITAL CO,OH,PORTSMOUTH,661.97,0,POINT (-82.985267 38.739972)
NORTH SHORE LIJ,NY,PATCHOGUE,0,890.99,POINT (-73.015139 40.765689)
URGENT TEAM OF ARKANSA,AR,FORT SMITH,1092.97,0,POINT (-94.424357 35.386636)
PRESBYTERIAN HOME HEAL,NM,ALBUQUERQUE,29340.82,1066.50,POINT (-106.649241 35.084248)
TUFTS MEDICAL CENTER E,MA,BOSTON,13162.70,1017.74,POINT (-71.056742 42.358894)
MWAA FIRE RESCUE DEPAR,DC,WASHINGTON,0,3987.92,POINT (-77.019912 38.892062)
EMERGENCY MEDICINE ASS,VA,CULPEPER,2009.70,967.46,POINT (-78.006892 38.471131)
NYPMG QUEENS,NY,WHITESTONE,394.91,1717.29,POINT (-73.818901 40.794399)
GATEWAY COMMUNITY HEAL,TX,LAREDO,2166.17,0,POINT (-99.507505 27.507114)
MEDICAL ASSOCIATES OF,NJ,PATERSON,0,84.85,POINT (-74.172191 40.916612)
CITY OF NEW ORLEANS HE,LA,METAIRIE,0,4816.68,POINT (-90.155404 30.003581000000004)
PRIVIA MEDICAL GROUP O,GA,FAYETTEVILLE,126.55,0,POINT (-84.455114 33.447755)
MCFARLAND CLINIC,IA,AMES,113.57,70.93,POINT (-93.620181 42.02680200000001)
CARENOW,TX,ARLINGTON,152.16,0,POINT (-97.10711 32.735594)
NOVANT MEDICAL GROUP,NC,CHARLOTTE,5134.72,654.07,POINT (-80.840161 35.222936)
MAIN LINE HEALTHCARE,PA,MEDIA,0,336.96,POINT (-75.386992 39.920341)
WESTERN NEW YORK MEDIC,NY,ROCHESTER,73.37,0,POINT (-77.612547 43.155708)
BEREA URGENT CARE,KY,BEREA,3655.22,93.79,POINT (-84.29678900000002 37.568457)
EMERGENCY MEDICAL ASSO,NY,NEW ROCHELLE,4761.18,3187.73,POINT (-73.782337 40.911546)
EMERGENCY MEDICINE PHY,OH,LANCASTER,825.31,171.90,POINT (-82.599281 39.713651)
PATIENT FIRST,VA,MANASSAS,1751.78,504.98,POINT (-77.475089 38.750771)
PATHOLOGIST BIOMED LAB,TX,DALLAS,1985.08,269.06,POINT (-96.796215 32.777977)
PHOENIXVILLE CLINIC CO,PA,POTTSTOWN,45.35,0,POINT (-75.646759 40.249203)
HOUSTON PULMONARY MEDI,TX,HOUSTON,0,17690.23,POINT (-95.369506 29.760803)
POCONO MEDICAL CENTER,PA,EAST STROUDSBURG,982.48,879.58,POINT (-75.183229 41.002827)
MARINA DEL REY HOSPITA,CA,MARINA DEL REY,17120.11,15180.58,POINT (-118.45142199999998 33.98384)
AUSTIN REGIONAL CLINIC,TX,AUSTIN,2462.29,46.63,POINT (-97.746598 30.264979)
MEHARRY MEDICAL GROUP,TN,NASHVILLE,0,3408.53,POINT (-86.779932 36.166687)
INPATIENT CONSULTANTS,IL,NILES,0,112.11,POINT (-87.800711 42.026123)
AHN WESTMORELAND PRIMA,PA,PITTSBURGH,177.55,0,POINT (-79.994945 40.442169)
ST ROSE DOMINICAN HOSP,NV,HENDERSON,1886.18,0,POINT (-114.98445500000001 36.034095)
THE UNION HOSPITAL ASS,WV,CHARLESTON,0,73.04,POINT (-81.638362 38.351194)
WEST HUDSON IMAGING AS,NY,MONROE,0,49.60,POINT (-74.177985 41.319875)
NYPMG QUEENS,NY,JAMAICA,0,267.50,POINT (-73.806099 40.691399)
THUMB BUTTE MEDICAL CE,AZ,PRESCOTT,9007.42,8951.92,POINT (-112.470124 34.541445)
MEDICAL ASSOCIATES OF,NJ,CLIFTON,0,84.85,POINT (-74.160996 40.865418)
ALTRU HEALTH SYSTEM,ND,DEVILS LAKE,106.94,0,POINT (-98.865291 48.117859)
MEMORIAL HEALTHCARE,MI,PERRY,0,104.81,POINT (-84.21913 42.826255)
URGENT CARE MEDICAL AS,CT,GLASTONBURY,17925.58,245.28,POINT (-72.608041 41.707618)
CLIFTON PARK AND HALFM,NY,HALFMOON,0,510.65,POINT (-73.712334 42.827977)
HUNT MEMORIAL HOSPITAL,TX,GREENVILLE,7256.60,0,POINT (-96.107237 33.139083)
LEWIS AND CLARK EMERGE,MT,HELENA,5359.14,0,POINT (-112.020458 46.59107)
PATIENT FIRST,PA,LANCASTER,2376.38,0,POINT (-76.307078 40.039401)
ALEXANDRIA SPRINGFIELD,MD,GERMANTOWN,14181.34,4490.12,POINT (-77.270161 39.176944)
FRANCISCAN MEDICAL GRO,CA,BURBANK,0,105.62,POINT (-118.307476 34.182052)
SARITA DORSCHUG,NY,BRENTWOOD,0,89.99,POINT (-73.246146 40.781213)
GREEN COUNTY EMERGENCY,OK,TULSA,17046.08,0,POINT (-95.992083 36.155327)
THE VILLAGES REGIONAL,FL,LADY LAKE,204.27,0,POINT (-81.922409 28.915325000000003)
GARDENA HOSPITAL LP,CA,GARDENA,2888.11,16856.43,POINT (-118.30914399999999 33.883764)
ID CARE PA,NJ,OLD BRIDGE,0,1651.01,POINT (-74.357981 40.410118)
EPMG SOUTHERN MICHIGAN,MI,ALLEGAN,1216.99,109.25,POINT (-85.850499 42.530489)
QUEST DIAGNOSTICS INC,DC,WASHINGTON,760054.20,23538.75,POINT (-77.019912 38.892062)
MERCYONE MEDICAL GROUP,IA,PLEASANT HILL,493.81,0,POINT (-93.520206 41.590033)
EXCELCARE ALLIANCE LLC,NJ,VINELAND,0,2464.18,POINT (-75.02578 39.48618)
AUSTIN REGIONAL CLINIC,TX,AUSTIN,427.51,0,POINT (-97.746598 30.264979)
SANFORD HEALTH NETWORK,ND,HILLSBORO,179.20,0,POINT (-97.059731 47.403495)
NORTH WESTER MEDICAL G,IL,CHICAGO,95.80,0,POINT (-87.632398 41.88322900000001)
CARMEL FAMILY PRACTICE,NC,CHARLOTTE,108.81,0,POINT (-80.840161 35.222936)
MORTON PLANT HOSPITAL,FL,CLEARWATER,17892.74,0,POINT (-82.799957 27.963991)
TEXAS PULMONARY AND CR,TX,FORT WORTH,0,5074.73,POINT (-97.340038 32.739977)
PACIFIC PULMONARY MEDI,CA,RIVERSIDE,0,3196.98,POINT (-117.37702499999999 33.980534)
HPM FOUNDATION,PR,VIEQUES,3012.44,0,POINT (-65.441824 18.145572)
SHAHZAD KHAN MD PA,FL,LAKE WORTH,0,7566.08,POINT (-80.058568 26.609859)
ABBOTT NORTHWESTERN HO,MN,EDINA,11716.65,24115.00,POINT (-93.348666 44.910489)
TRANSCARE MEDICAL LLC,GA,BUFORD,0,1564.23,POINT (-84.005394 34.119279)
UCLA CPN SMBP,CA,SANTA MONICA,167.30,0,POINT (-118.49151200000001 34.010932)
FALCK NORTHWEST,OR,SALEM,0,9503.29,POINT (-123.039307 44.939016)
EAST CENTRAL MS HEALTH,MS,MADISON,370.44,443.84,POINT (-90.11181 32.46059)
PULMONARY AND CRITICAL,MD,HAVRE DE GRACE,0,479.98,POINT (-76.091628 39.54766200000001)
ALIGNMD OF NEW MEXICO,NM,ROSWELL,122.31,66.41,POINT (-104.522734 33.393142)
PEDIATRIC SPECIALISTS,VA,FALL CHURCH,0,472.57,POINT (-77.173697 38.88393400000001)
SANFORD HEALTH NETWORK,MN,BEMIDJI,251.33,0,POINT (-94.879661 47.472647)
ST VINCENT HOSPITAL,WI,PULASKI,51.33,0,POINT (-88.2423 44.672364)
MERCY CLINIC JOPLIN LL,MO,EL DORADO SPRINGS,0,8.32,POINT (-94.021903 37.870288)
FAIRVIEW LIFELINE,MN,MINNEAPOLIS,6212.63,46593.85,POINT (-93.264346 44.977479)
HEALTH TEXAS PROVIDER,TX,ROWLETT,76.55,72.02,POINT (-96.569287 32.902706)
NACOGDOCHES MEMORIAL P,TX,NACOGDOCHES,5431.87,0,POINT (-94.656017 31.603869)
KANSAS CITY PULMONOLGY,MO,HARRISONVILLE,0,355.12,POINT (-94.349513 38.653157)
CENTRAL DUPAGE EMERGEN,IL,WINFIELD,27429.91,27600.85,POINT (-88.156959 41.869175)
OUR LADY OF THE LAKE P,MS,PICAYUNE,69.26,0,POINT (-89.67937 30.527679)
COLISEUM MEDICAL CENTE,GA,MACON,7803.83,132424.65,POINT (-83.631709 32.836038)
EMERGENCY MEDICAL GROU,CA,WOODLAND HILLS,538.92,0,POINT (-118.60500299999998 34.168301)
FAMILY HEALTH CARE OF,IA,SIOUX CITY,51.33,0,POINT (-96.406436 42.496323)
First Call Medical Cen,MD,LAUREL,299069.18,51652.81,POINT (-76.848374 39.099535)
THE WINSTON CLINIC,AR,SHERIDAN,1158.76,120.70,POINT (-92.40459 34.311053)
MICHAEL A FLORES MD PA,TX,DONNA,0,4223.30,POINT (-98.054279 26.1707)
UPPER GREAT LAKES FAMI,MI,HOUGHTON,1567.48,0,POINT (-88.564482 47.121239)
LEADING EDGE EMERGENCY,TX,SAN ANTONIO,0,913.04,POINT (-98.494599 29.425172999999997)
POMONA VALLEY HOSPITAL,CA,POMONA,4553.26,18806.23,POINT (-117.75004800000002 34.055118)
PUBLIC HEALTH MANAGEME,PA,PHILADELPHIA,475.70,97.31,POINT (-75.16562 39.951061)
COMMUNITY HEALTH CENTE,FL,PINELLAS PARK,12130.36,326.20,POINT (-82.70397400000002 27.839285000000004)
CAMINO REAL EMERGENCY,TX,LUFKIN,525.03,0,POINT (-94.727903 31.332913)
KETTERING MEDICAL CENT,OH,MIAMISBURG,1145.61,12864.05,POINT (-84.277778 39.641256)
UCHEALTH MEDICAL GROUP,CO,LONGMONT,0,10402.80,POINT (-105.101194 40.165729000000006)
TIDEWATER KIDNEY SPECI,VA,VIRGINIA BEACH,0,488.49,POINT (-75.975518 36.845117)
HUDSON VALLEY INFECTIO,NY,POUGHKEEPSIE,0,1336.75,POINT (-73.921694 41.699322)
MEMORIAL HERMANN MEDIC,TX,SUGAR LAND,0,1528.38,POINT (-95.620971 29.597075000000004)
MOUNT SINAI HOSPITAL,NY,LONG ISLAND CITY,0,91753.02,POINT (-73.949203 40.744701)
AUGUSTA HEALTH,VA,FISHERSVILLE,1203.28,1207.94,POINT (-78.973824 38.101731)
VHS OUTPATIENT CLINICS,AZ,SCOTTSDALE,74.21,0,POINT (-111.926061 33.494909)
NYPMG HUDSON VALLEY,NY,OSSINING,185.98,232.98,POINT (-73.861192 41.161025)
UCD PROFESSIONAL BILLI,CA,SACRAMENTO,8148.27,1046.98,POINT (-121.50012 38.582087)
KANSAS UNIVERSITY PHYS,MO,SAINT JOSEPH,0,2015.46,POINT (-94.848164 39.768194)
ST JOSEPHS HOSP INC,FL,RIVERVIEW,0,13425.03,POINT (-82.322575 27.875326)
PINNACLE HEALTH REGION,PA,LITITZ,0,363.92,POINT (-76.308965 40.155486)
PATRIOT MEDICAL,NY,OSSINING,3194.38,0,POINT (-73.861192 41.161025)
HOLY CROSS HEALTH INC,MD,GERMANTOWN,11730.82,275393.94,POINT (-77.270161 39.176944)
PARKRIDGE MEDICAL CENT,TN,CHATTANOOGA,12175.05,111756.59,POINT (-85.308287 35.045756)
MID VALLEY PULMONARY M,CA,SHERMAN OAKS,0,4555.63,POINT (-118.448303 34.1511)
NYPMG HUDSON VALLEY,NY,NEW YORK,0,129.67,POINT (-74.007228 40.713054)
ACCLAIM PHYSICIAN GROU,TX,FORT WORTH,0,21.96,POINT (-97.340038 32.739977)
NEWARK BETH ISREAL EME,NJ,NEWARK,23566.09,875.64,POINT (-74.174388 40.731507)
STEWARD EMERGENCY PHYS,MA,AYER,7654.18,2261.44,POINT (-71.586527 42.559168)
SSM HEALTHCARE OF OKLA,IL,CHICAGO,0,25.11,POINT (-87.632398 41.88322900000001)
LANI CITY MEDICAL,CA,CHINO,572.74,286.37,POINT (-117.689239 34.010971)
BASIN EMERGENCY PHYSIC,TX,ODESSA,18802.64,1945.74,POINT (-102.374677 31.849462000000003)
JEFF DAVIS HOSPITAL,GA,HAZLEHURST,6365.77,0,POINT (-82.597141 31.864885)
HOUSTON PULMONARY AND,TX,HOUSTON,0,6496.51,POINT (-95.369506 29.760803)
CENTRAL FLORIDA REGION,FL,SANFORD,14771.39,66295.30,POINT (-81.273111 28.800795000000004)
CAREPOINT EMERGENCY ME,KS,WICHITA,3242.92,0,POINT (-97.335571 37.686024)
MEDICAL ASSOCIATES OF,MS,VICKSBURG,398.63,0,POINT (-90.88245600000002 32.348144)
SAMPSON REGIONAL MEDIC,NC,CLINTON,20725.50,276375.82,POINT (-78.317008 34.996024)
KIDNEY AND HYPERTENSIO,TX,DALLAS,0,447.07,POINT (-96.796215 32.777977)
ASSOCIATES IN INFECTIO,NJ,UNION,0,9196.60,POINT (-74.269889 40.696436)
BAYCARE HEALTH SYSTEM,FL,SAFETY HARBOR,1326.28,0,POINT (-82.695021 28.005617)
CAROLINA DERMATOLOGY,SC,GREENVILLE,385.12,1379.64,POINT (-82.398964 34.850746)
VICKERY FAMILY MEDICIN,NC,ASHEVILLE,1021.45,0,POINT (-82.550039 35.59588900000001)
HERITAGE PHYSICIAN SER,GA,COLUMBUS,3692.83,174.20,POINT (-84.990405 32.466682)
CAMBRIDGE PUBLIC HEALT,MA,SOMERVILLE,143.16,1406.77,POINT (-71.097145 42.389121)
GOOD SHEPARD HOSPICE A,NY,ROSLYN,0,4048.96,POINT (-73.650719 40.799904)
PREMIER ACUTE CARE SER,VA,RUTHER GLEN,24739.03,1524.50,POINT (-77.4561 37.9286)
FRANKLIN MEDICAL GROUP,CT,WATERBURY,406.53,13791.75,POINT (-73.043069 41.554261)
SCOTT WHITE CLINIC,TX,AUSTIN,105.07,0,POINT (-97.746598 30.264979)
WILLIAM BEAUMONT HOSPI,MI,TROY,13606.10,135682.24,POINT (-83.154042 42.56294)
SUFFOLK NEPHROLOGY ASS,NY,LINDENHURST,0,238.73,POINT (-73.374574 40.686535)
LARGO MEDICAL CENTER,FL,LARGO,4394.56,417.79,POINT (-82.774936 27.91829)
FETTER HEALTH CARE NET,SC,SUMMERVILLE,2864.95,73.10,POINT (-80.177584 33.019791)
GREAT RIVER PHYSICIANS,IA,BURLINGTON,0,247.16,POINT (-91.101278 40.81059)
MONTEFIORE NEW ROCHELL,NY,BRONX,0,10.72,POINT (-73.920265 40.826153)
Southwest General Hosp,TX,SAN ANTONIO,3336.39,155583.65,POINT (-98.494599 29.425172999999997)
GREAT PLAINS HEALTH,NE,NORTH PLATTE,7707.79,0,POINT (-100.763969 41.132507)
MOSES CONE MEDICAL SER,NC,GREENSBORO,25.40,0,POINT (-79.793899 36.072701)
MIDDLE TENNESSEE EMERG,TN,MCMINNVILLE,38310.66,5397.27,POINT (-85.774444 35.681402)
SOUTHWEST MS REGIONAL,MS,MONTICELLO,2566.86,614.42,POINT (-90.105238 31.552167000000004)
THE URGENT CARE CENTER,CT,BLOOMFIELD,1162.70,0,POINT (-72.737425 41.830957)
HEALTH TEXAS PROVIDER,TX,DALLAS,0,90.42,POINT (-96.796215 32.777977)
BLOOM NEW MEXICO LLC,NM,FARMINGTON,32826.17,129.90,POINT (-108.173377 36.748146)
SALEM RADIOLOGISTS INC,OH,SALEM,101.09,288.80,POINT (-80.856699 40.900991)
CHEYENNE PHYSICIAN GRO,WY,CHEYENNE,0,213.27,POINT (-104.818802 41.14024)
SAINT PETERS HEALTHCAR,NJ,JAMESBURG,0,10313.10,POINT (-74.442664 40.353207)
EMERGENCY MEDICINE ASS,MD,GERMANTOWN,15735.37,35352.83,POINT (-77.270161 39.176944)
NCH MD INC,FL,NAPLES,0,3509.07,POINT (-81.795483 26.147369)
CLINICAL HEALTH CARE A,NJ,CHERRY HILL,36.28,0,POINT (-75.030928 39.925801)
VIRTUA MEDICAL GROUP,NJ,MOORESTOWN,0,8601.69,POINT (-74.949841 39.962524)
APP OF INDIANA ED PLLC,IN,BLUFFTON,514.13,0,POINT (-85.171491 40.738702)
ORANGE COUNTY URGENT C,CA,PLACENTIA,239.74,0,POINT (-117.86011300000001 33.871209)
INTEGRIS GROVE GENERAL,OK,GROVE,16235.17,122.68,POINT (-94.769343 36.59345)
HARLINGEN CRITICAL CAR,TX,PASADENA,0,25804.36,POINT (-95.193333 29.693379)
WARREN CLINIC INC,OK,TULSA,246.25,715.05,POINT (-95.992083 36.155327)
INOVA PHYSICIAN PARTNE,VA,FAIRFAX,85.75,146.64,POINT (-77.306292 38.847183)
